-10.0, 98.89455129134197
-9.5, 86.40354554670324
-9.0, 76.4480862371897
-8.5, 67.82136088145796
-8.0, 59.39538069182727
-7.5, 53.0607543637463
-7.0, 45.002202598068905
-6.5, 37.2600588700957
-6.0, 31.333236100581665
-5.5, 29.50484113959419
-5.0, 23.279977071797656
-4.5, 16.574143264579966
-4.0, 13.744369954631885
-3.5, 9.705373854154645
-3.0, 6.244742324556197
-2.5, 2.252197045911961
-2.0, 1.5787168539054894
-1.5, 2.155165091508057
-1.0, -2.8346527705971054
-0.5, 0.013296746295271888
0.0, -2.871253353478945
0.5, -3.7978565302513276
1.0, -2.0109145098968124
1.5, 2.099045428615182
2.0, -0.76671364803396
2.5, 3.6713364813839005
3.0, 7.8644248236437395
3.5, 8.783405979431489
4.0, 12.921257278408962
4.5, 17.862079964864513
5.0, 21.64108075078125
5.5, 29.508202962098682
6.0, 31.462033237262578
6.5, 41.19013659048373
7.0, 47.0548647235664
7.5, 53.939856294960315
8.0, 63.49713296969342
8.5, 69.5852300521208
9.0, 80.09086612405741
9.5, 88.28685357804933
10.0, 95.04221693672869
